rebalance_date,added_codes,removed_codes,kept_codes,replacement_basis,weights_snapshot
2018-01-31,삼성물산,HL만도,"현대차, LS ELECTRIC, 현대모비스, LIG넥스원, 한미약품",꺾임신호:1,"한미약품(128940) 56.6%, 124d; 현대차(005380) 30.4%, 62d; 현대모비스(012330) 8.2%, 457d; LS ELECTRIC(010120) 3.1%, 365d; LIG넥스원(079550) 1.7%, 34d; 삼성물산(028260) 0.0%, 0d"
2018-02-28,"기아, 셀트리온","LIG넥스원, 한미약품","현대차, LS ELECTRIC, 현대모비스, 삼성물산","트레일링스탑:1, 꺾임신호:1","셀트리온(068270) 52.7%, 0d; 현대차(005380) 35.5%, 90d; 현대모비스(012330) 8.9%, 485d; LS ELECTRIC(010120) 2.9%, 393d; 기아(000270) 0.0%, 0d; 삼성물산(028260) 0.0%, 28d"
2018-03-30,현대약품,현대차,"기아, LS ELECTRIC, 현대모비스, 삼성물산, 셀트리온",꺾임신호:1,"셀트리온(068270) 51.3%, 30d; 현대약품(004310) 34.8%, 0d; 현대모비스(012330) 10.4%, 515d; LS ELECTRIC(010120) 3.6%, 423d; 기아(000270) 0.0%, 30d; 삼성물산(028260) 0.0%, 58d"
2018-04-30,"비에이치아이, HD현대일렉트릭","현대약품, 셀트리온","기아, LS ELECTRIC, 현대모비스, 삼성물산","트레일링스탑:1, 꺾임신호:1","비에이치아이(083650) 83.7%, 0d; 현대모비스(012330) 11.9%, 546d; LS ELECTRIC(010120) 4.4%, 454d; HD현대일렉트릭(267260) 0.0%, 0d; 기아(000270) 0.0%, 61d; 삼성물산(028260) 0.0%, 89d"
2018-05-31,"한화에어로스페이스, 한화엔진","현대모비스, 비에이치아이","기아, LS ELECTRIC, 삼성물산, HD현대일렉트릭","트레일링스탑:1, 꺾임신호:1","한화에어로스페이스(012450) 94.6%, 0d; LS ELECTRIC(010120) 5.4%, 485d; HD현대일렉트릭(267260) 0.0%, 31d; 한화엔진(082740) 0.0%, 0d; 기아(000270) 0.0%, 92d; 삼성물산(028260) 0.0%, 120d"
2018-06-29,"NAVER, 카카오, 휴림로봇","한화에어로스페이스, 삼성물산, HD현대일렉트릭","기아, LS ELECTRIC, 한화엔진","트레일링스탑:2, 꺾임신호:1","카카오(035720) 79.7%, 0d; NAVER(035420) 13.3%, 0d; LS ELECTRIC(010120) 6.9%, 514d; 한화엔진(082740) 0.0%, 29d; 기아(000270) 0.0%, 121d; 휴림로봇(090710) 0.0%, 0d"
2018-07-31,"한미반도체, HD현대일렉트릭","한화엔진, 휴림로봇","기아, LS ELECTRIC, NAVER, 카카오","트레일링스탑:1, 꺾임신호:1","카카오(035720) 80.0%, 32d; NAVER(035420) 12.7%, 32d; LS ELECTRIC(010120) 7.3%, 546d; 한미반도체(042700) 0.0%, 0d; 기아(000270) 0.0%, 153d; HD현대일렉트릭(267260) 0.0%, 0d"
2018-08-31,삼성바이오로직스,NAVER,"기아, LS ELECTRIC, 카카오, 한미반도체, HD현대일렉트릭",꺾임신호:1,"카카오(035720) 81.2%, 63d; 삼성바이오로직스(207940) 12.2%, 0d; LS ELECTRIC(010120) 6.6%, 577d; 한미반도체(042700) 0.0%, 31d; 기아(000270) 0.0%, 184d; HD현대일렉트릭(267260) 0.0%, 31d"
2018-09-28,이수페타시스,한미반도체,"기아, LS ELECTRIC, 카카오, 삼성바이오로직스, HD현대일렉트릭",꺾임신호:1,"카카오(035720) 78.7%, 91d; 삼성바이오로직스(207940) 14.3%, 28d; LS ELECTRIC(010120) 7.0%, 605d; 이수페타시스(007660) 0.0%, 0d; 기아(000270) 0.0%, 212d; HD현대일렉트릭(267260) 0.0%, 59d"
2018-10-31,"대한항공, 삼성전자우, 동양고속, HL만도","LS ELECTRIC, 카카오, 삼성바이오로직스, HD현대일렉트릭","기아, 이수페타시스",트레일링스탑:4,"삼성전자우(005935) 49.7%, 0d; 대한항공(003490) 25.9%, 0d; 동양고속(084670) 24.4%, 0d; 이수페타시스(007660) 0.0%, 33d; 기아(000270) 0.0%, 245d; HL만도(204320) 0.0%, 0d"
2018-11-30,삼천당제약,삼성전자우,"기아, 대한항공, 이수페타시스, 동양고속, HL만도",꺾임신호:1,"삼천당제약(000250) 45.0%, 0d; 대한항공(003490) 29.0%, 30d; 동양고속(084670) 26.0%, 30d; 이수페타시스(007660) 0.0%, 63d; 기아(000270) 0.0%, 275d; HL만도(204320) 0.0%, 30d"
2018-12-28,LIG넥스원,동양고속,"삼천당제약, 기아, 대한항공, 이수페타시스, HL만도",꺾임신호:1,"삼천당제약(000250) 42.9%, 28d; 대한항공(003490) 31.0%, 58d; LIG넥스원(079550) 26.1%, 0d; 이수페타시스(007660) 0.0%, 91d; 기아(000270) 0.0%, 303d; HL만도(204320) 0.0%, 58d"
2019-01-31,삼성중공업,LIG넥스원,"삼천당제약, 기아, 대한항공, 이수페타시스, HL만도",꺾임신호:1,"삼천당제약(000250) 46.8%, 62d; 대한항공(003490) 31.3%, 92d; 삼성중공업(010140) 21.9%, 0d; 이수페타시스(007660) 0.0%, 125d; 기아(000270) 0.0%, 337d; HL만도(204320) 0.0%, 92d"
2019-02-28,에이비엘바이오,이수페타시스,"삼천당제약, 기아, 대한항공, 삼성중공업, HL만도",꺾임신호:1,"삼천당제약(000250) 49.4%, 90d; 대한항공(003490) 29.8%, 120d; 삼성중공업(010140) 20.7%, 28d; 에이비엘바이오(298380) 0.0%, 0d; 기아(000270) 0.0%, 365d; HL만도(204320) 0.0%, 120d"
2019-03-29,현대건설,HL만도,"삼천당제약, 기아, 대한항공, 삼성중공업, 에이비엘바이오",꺾임신호:1,"삼천당제약(000250) 50.7%, 119d; 대한항공(003490) 28.6%, 149d; 삼성중공업(010140) 20.7%, 57d; 에이비엘바이오(298380) 0.0%, 29d; 기아(000270) 0.0%, 394d; 현대건설(000720) 0.0%, 0d"
2019-04-30,쎄트렉아이,대한항공,"삼천당제약, 기아, 현대건설, 삼성중공업, 에이비엘바이오",꺾임신호:1,"삼천당제약(000250) 49.6%, 151d; 쎄트렉아이(099320) 29.7%, 0d; 삼성중공업(010140) 20.7%, 89d; 에이비엘바이오(298380) 0.0%, 61d; 기아(000270) 0.0%, 426d; 현대건설(000720) 0.0%, 32d"
2019-05-31,"HD한국조선해양, 에코프로비엠","삼천당제약, 기아","현대건설, 삼성중공업, 쎄트렉아이, 에이비엘바이오","트레일링스탑:1, 꺾임신호:1","HD한국조선해양(009540) 44.3%, 0d; 쎄트렉아이(099320) 35.3%, 31d; 삼성중공업(010140) 20.5%, 120d; 에이비엘바이오(298380) 0.0%, 92d; 에코프로비엠(247540) 0.0%, 0d; 현대건설(000720) 0.0%, 63d"
2019-06-28,"한화에어로스페이스, 다날","HD한국조선해양, 에이비엘바이오","현대건설, 삼성중공업, 쎄트렉아이, 에코프로비엠","트레일링스탑:1, 꺾임신호:1","한화에어로스페이스(012450) 44.3%, 0d; 쎄트렉아이(099320) 34.5%, 59d; 삼성중공업(010140) 21.2%, 148d; 다날(064260) 0.0%, 0d; 에코프로비엠(247540) 0.0%, 28d; 현대건설(000720) 0.0%, 91d"
2019-07-31,"두산, 삼성SDI, 한국항공우주","현대건설, 삼성중공업, 다날","한화에어로스페이스, 쎄트렉아이, 에코프로비엠","트레일링스탑:2, 꺾임신호:1","한화에어로스페이스(012450) 47.1%, 33d; 쎄트렉아이(099320) 32.8%, 92d; 삼성SDI(006400) 11.6%, 0d; 한국항공우주(047810) 8.5%, 0d; 에코프로비엠(247540) 0.0%, 61d; 두산(000150) 0.0%, 0d"
2019-08-30,삼성중공업,한국항공우주,"두산, 삼성SDI, 한화에어로스페이스, 쎄트렉아이, 에코프로비엠",교체(+15% 우위):1,"한화에어로스페이스(012450) 49.5%, 63d; 쎄트렉아이(099320) 32.6%, 122d; 삼성SDI(006400) 10.1%, 30d; 삼성중공업(010140) 7.8%, 0d; 에코프로비엠(247540) 0.0%, 91d; 두산(000150) 0.0%, 30d"
2019-09-30,HLB,에코프로비엠,"두산, 삼성SDI, 삼성중공업, 한화에어로스페이스, 쎄트렉아이",꺾임신호:1,"한화에어로스페이스(012450) 53.3%, 94d; 쎄트렉아이(099320) 29.8%, 153d; 삼성SDI(006400) 9.0%, 61d; 삼성중공업(010140) 7.9%, 31d; HLB(028300) 0.0%, 0d; 두산(000150) 0.0%, 61d"
2019-10-31,NAVER,두산,"삼성SDI, 삼성중공업, 한화에어로스페이스, HLB, 쎄트렉아이",꺾임신호:1,"한화에어로스페이스(012450) 50.5%, 125d; 쎄트렉아이(099320) 32.1%, 184d; 삼성SDI(006400) 9.7%, 92d; 삼성중공업(010140) 7.7%, 62d; HLB(028300) 0.0%, 31d; NAVER(035420) 0.0%, 0d"
2019-11-29,"한국전력, 고영","삼성SDI, HLB","삼성중공업, 한화에어로스페이스, NAVER, 쎄트렉아이","트레일링스탑:1, 꺾임신호:1","한화에어로스페이스(012450) 52.3%, 154d; 쎄트렉아이(099320) 30.2%, 213d; 한국전력(015760) 10.0%, 0d; 삼성중공업(010140) 7.5%, 91d; 고영(098460) 0.0%, 0d; NAVER(035420) 0.0%, 29d"
2019-12-30,올릭스,한국전력,"삼성중공업, 한화에어로스페이스, NAVER, 고영, 쎄트렉아이",꺾임신호:1,"한화에어로스페이스(012450) 48.7%, 185d; 쎄트렉아이(099320) 33.2%, 244d; 올릭스(226950) 10.1%, 0d; 삼성중공업(010140) 8.0%, 122d; 고영(098460) 0.0%, 31d; NAVER(035420) 0.0%, 60d"
2020-01-31,"LG이노텍, 삼성바이오로직스","한화에어로스페이스, 고영","삼성중공업, NAVER, 쎄트렉아이, 올릭스","트레일링스탑:1, 꺾임신호:1","LG이노텍(011070) 48.5%, 0d; 쎄트렉아이(099320) 34.9%, 276d; 올릭스(226950) 8.8%, 32d; 삼성중공업(010140) 7.9%, 154d; 삼성바이오로직스(207940) 0.0%, 0d; NAVER(035420) 0.0%, 92d"
2020-02-28,"카카오, 리노공업, 우리금융지주","삼성중공업, 삼성바이오로직스, 올릭스","LG이노텍, NAVER, 쎄트렉아이","트레일링스탑:2, 꺾임신호:1","LG이노텍(011070) 42.6%, 28d; 쎄트렉아이(099320) 42.3%, 304d; 카카오(035720) 9.7%, 0d; 우리금융지주(316140) 5.4%, 0d; 리노공업(058470) 0.0%, 0d; NAVER(035420) 0.0%, 120d"
2020-03-31,"현대로템, 셀트리온, 펩트론","LG이노텍, 쎄트렉아이, 우리금융지주","NAVER, 카카오, 리노공업",트레일링스탑:3,"셀트리온(068270) 63.5%, 0d; 현대로템(064350) 25.9%, 0d; 카카오(035720) 10.6%, 32d; 펩트론(087010) 0.0%, 0d; 리노공업(058470) 0.0%, 32d; NAVER(035420) 0.0%, 152d"
2020-04-29,미래에셋증권,펩트론,"NAVER, 카카오, 리노공업, 현대로템, 셀트리온",꺾임신호:1,"셀트리온(068270) 53.9%, 29d; 현대로템(064350) 34.5%, 29d; 카카오(035720) 11.6%, 61d; 리노공업(058470) 0.0%, 61d; 미래에셋증권(006800) 0.0%, 0d; NAVER(035420) 0.0%, 181d"
2020-05-29,HLB,리노공업,"미래에셋증권, NAVER, 카카오, 현대로템, 셀트리온",꺾임신호:1,"셀트리온(068270) 53.9%, 59d; 현대로템(064350) 29.8%, 59d; 카카오(035720) 16.3%, 91d; HLB(028300) 0.0%, 0d; 미래에셋증권(006800) 0.0%, 30d; NAVER(035420) 0.0%, 211d"
2020-06-30,비에이치아이,카카오,"미래에셋증권, HLB, NAVER, 현대로템, 셀트리온",꺾임신호:1,"셀트리온(068270) 62.9%, 91d; 현대로템(064350) 23.7%, 91d; 비에이치아이(083650) 13.4%, 0d; 미래에셋증권(006800) 0.0%, 62d; HLB(028300) 0.0%, 32d; NAVER(035420) 0.0%, 243d"
2020-07-31,엘앤에프,셀트리온,"미래에셋증권, HLB, NAVER, 현대로템, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 59.8%, 0d; 현대로템(064350) 27.5%, 122d; 비에이치아이(083650) 12.7%, 31d; 미래에셋증권(006800) 0.0%, 93d; HLB(028300) 0.0%, 63d; NAVER(035420) 0.0%, 274d"
2020-08-31,두산에너빌리티,현대로템,"미래에셋증권, HLB, NAVER, 엘앤에프, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 64.1%, 31d; 두산에너빌리티(034020) 23.7%, 0d; 비에이치아이(083650) 12.3%, 62d; 미래에셋증권(006800) 0.0%, 124d; HLB(028300) 0.0%, 94d; NAVER(035420) 0.0%, 305d"
2020-09-29,우리기술,두산에너빌리티,"미래에셋증권, HLB, NAVER, 엘앤에프, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 66.5%, 60d; 우리기술(032820) 20.5%, 0d; 비에이치아이(083650) 13.1%, 91d; 미래에셋증권(006800) 0.0%, 153d; HLB(028300) 0.0%, 123d; NAVER(035420) 0.0%, 334d"
2020-10-30,"삼성SDI, 유진로봇","미래에셋증권, 우리기술","HLB, NAVER, 엘앤에프, 비에이치아이","트레일링스탑:1, 꺾임신호:1","엘앤에프(066970) 69.2%, 91d; 삼성SDI(006400) 17.3%, 0d; 비에이치아이(083650) 13.5%, 122d; HLB(028300) 0.0%, 154d; 유진로봇(056080) 0.0%, 0d; NAVER(035420) 0.0%, 365d"
2020-11-30,두산에너빌리티,유진로봇,"삼성SDI, HLB, NAVER, 엘앤에프, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 71.1%, 122d; 삼성SDI(006400) 16.7%, 31d; 비에이치아이(083650) 12.3%, 153d; HLB(028300) 0.0%, 185d; 두산에너빌리티(034020) 0.0%, 0d; NAVER(035420) 0.0%, 396d"
2020-12-30,하나마이크론,두산에너빌리티,"삼성SDI, HLB, NAVER, 엘앤에프, 비에이치아이",교체(+15% 우위):1,"엘앤에프(066970) 75.3%, 152d; 삼성SDI(006400) 14.7%, 61d; 비에이치아이(083650) 10.1%, 183d; HLB(028300) 0.0%, 215d; NAVER(035420) 0.0%, 426d; 하나마이크론(067310) 0.0%, 0d"
2021-01-29,파마리서치,하나마이크론,"삼성SDI, HLB, NAVER, 엘앤에프, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 73.8%, 182d; 삼성SDI(006400) 16.3%, 91d; 비에이치아이(083650) 9.9%, 213d; HLB(028300) 0.0%, 245d; NAVER(035420) 0.0%, 456d; 파마리서치(214450) 0.0%, 0d"
2021-02-26,"SK하이닉스, 신한지주","HLB, 파마리서치","삼성SDI, NAVER, 엘앤에프, 비에이치아이","트레일링스탑:1, 꺾임신호:1","엘앤에프(066970) 73.7%, 210d; 삼성SDI(006400) 15.5%, 119d; 비에이치아이(083650) 10.8%, 241d; 신한지주(055550) 0.0%, 0d; NAVER(035420) 0.0%, 484d; SK하이닉스(000660) 0.0%, 0d"
2021-03-31,한화시스템,NAVER,"SK하이닉스, 삼성SDI, 신한지주, 엘앤에프, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 72.2%, 243d; 비에이치아이(083650) 14.4%, 274d; 삼성SDI(006400) 13.5%, 152d; 신한지주(055550) 0.0%, 33d; 한화시스템(272210) 0.0%, 0d; SK하이닉스(000660) 0.0%, 33d"
2021-04-30,한화엔진,한화시스템,"SK하이닉스, 삼성SDI, 신한지주, 엘앤에프, 비에이치아이",꺾임신호:1,"엘앤에프(066970) 74.6%, 273d; 비에이치아이(083650) 13.5%, 304d; 삼성SDI(006400) 11.9%, 182d; 신한지주(055550) 0.0%, 63d; 한화엔진(082740) 0.0%, 0d; SK하이닉스(000660) 0.0%, 63d"
2021-05-31,대한전선,엘앤에프,"SK하이닉스, 삼성SDI, 신한지주, 한화엔진, 비에이치아이",꺾임신호:1,"대한전선(001440) 72.3%, 0d; 비에이치아이(083650) 16.5%, 335d; 삼성SDI(006400) 11.2%, 213d; 신한지주(055550) 0.0%, 94d; 한화엔진(082740) 0.0%, 31d; SK하이닉스(000660) 0.0%, 94d"
2021-06-30,레인보우로보틱스,대한전선,"SK하이닉스, 삼성SDI, 신한지주, 한화엔진, 비에이치아이",꺾임신호:1,"레인보우로보틱스(277810) 78.1%, 0d; 비에이치아이(083650) 12.8%, 365d; 삼성SDI(006400) 9.2%, 243d; 신한지주(055550) 0.0%, 124d; 한화엔진(082740) 0.0%, 61d; SK하이닉스(000660) 0.0%, 124d"
2021-07-30,"에스피지, 현대로템","SK하이닉스, 한화엔진","삼성SDI, 신한지주, 비에이치아이, 레인보우로보틱스","트레일링스탑:1, 꺾임신호:1","레인보우로보틱스(277810) 76.7%, 30d; 비에이치아이(083650) 12.9%, 395d; 삼성SDI(006400) 10.5%, 273d; 신한지주(055550) 0.0%, 154d; 현대로템(064350) 0.0%, 0d; 에스피지(058610) 0.0%, 0d"
2021-08-31,"에코프로, 에코프로비엠","에스피지, 비에이치아이","삼성SDI, 신한지주, 현대로템, 레인보우로보틱스","트레일링스탑:1, 교체(+15% 우위):1","레인보우로보틱스(277810) 76.4%, 62d; 삼성SDI(006400) 12.0%, 305d; 에코프로(086520) 11.5%, 0d; 에코프로비엠(247540) 0.0%, 0d; 신한지주(055550) 0.0%, 186d; 현대로템(064350) 0.0%, 32d"
2021-09-30,HD현대일렉트릭,에코프로,"삼성SDI, 신한지주, 현대로템, 에코프로비엠, 레인보우로보틱스",꺾임신호:1,"레인보우로보틱스(277810) 78.2%, 92d; 삼성SDI(006400) 11.3%, 335d; HD현대일렉트릭(267260) 10.5%, 0d; 에코프로비엠(247540) 0.0%, 30d; 신한지주(055550) 0.0%, 216d; 현대로템(064350) 0.0%, 62d"
2021-10-29,"LG이노텍, 하나마이크론, 에코프로","현대로템, HD현대일렉트릭, 레인보우로보틱스","삼성SDI, 신한지주, 에코프로비엠","트레일링스탑:2, 꺾임신호:1","하나마이크론(067310) 83.6%, 0d; 삼성SDI(006400) 12.5%, 364d; 에코프로(086520) 3.8%, 0d; LG이노텍(011070) 0.0%, 0d; 에코프로비엠(247540) 0.0%, 59d; 신한지주(055550) 0.0%, 245d"
2021-11-30,포스코퓨처엠,삼성SDI,"LG이노텍, 신한지주, 하나마이크론, 에코프로, 에코프로비엠",꺾임신호:1,"하나마이크론(067310) 82.9%, 32d; 포스코퓨처엠(003670) 12.0%, 0d; 에코프로(086520) 5.1%, 32d; LG이노텍(011070) 0.0%, 32d; 에코프로비엠(247540) 0.0%, 91d; 신한지주(055550) 0.0%, 277d"
2021-12-30,삼성물산,에코프로비엠,"포스코퓨처엠, LG이노텍, 신한지주, 하나마이크론, 에코프로",꺾임신호:1,"하나마이크론(067310) 85.7%, 62d; 포스코퓨처엠(003670) 10.0%, 30d; 에코프로(086520) 4.3%, 62d; LG이노텍(011070) 0.0%, 62d; 삼성물산(028260) 0.0%, 0d; 신한지주(055550) 0.0%, 307d"
2022-01-28,"현대건설, 한미반도체, 효성중공업","포스코퓨처엠, 삼성물산, 에코프로","LG이노텍, 신한지주, 하나마이크론","트레일링스탑:2, 꺾임신호:1","하나마이크론(067310) 88.4%, 91d; 현대건설(000720) 10.9%, 0d; 효성중공업(298040) 0.7%, 0d; LG이노텍(011070) 0.0%, 91d; 신한지주(055550) 0.0%, 336d; 한미반도체(042700) 0.0%, 0d"
2022-02-28,보성파워텍,한미반도체,"현대건설, LG이노텍, 신한지주, 하나마이크론, 효성중공업",꺾임신호:1,"하나마이크론(067310) 88.5%, 122d; 현대건설(000720) 10.7%, 31d; 효성중공업(298040) 0.8%, 31d; LG이노텍(011070) 0.0%, 122d; 신한지주(055550) 0.0%, 367d; 보성파워텍(006910) 0.0%, 0d"
2022-03-31,HD현대일렉트릭,하나마이크론,"현대건설, 보성파워텍, LG이노텍, 신한지주, 효성중공업",꺾임신호:1,"HD현대일렉트릭(267260) 87.3%, 0d; 현대건설(000720) 11.9%, 62d; 효성중공업(298040) 0.8%, 62d; LG이노텍(011070) 0.0%, 153d; 신한지주(055550) 0.0%, 398d; 보성파워텍(006910) 0.0%, 31d"
2022-04-29,현대글로비스,LG이노텍,"현대건설, 보성파워텍, 신한지주, HD현대일렉트릭, 효성중공업",꺾임신호:1,"HD현대일렉트릭(267260) 88.3%, 29d; 현대건설(000720) 11.0%, 91d; 효성중공업(298040) 0.8%, 91d; 현대글로비스(086280) 0.0%, 0d; 신한지주(055550) 0.0%, 427d; 보성파워텍(006910) 0.0%, 60d"
2022-05-31,현대모비스,보성파워텍,"현대건설, 신한지주, 현대글로비스, HD현대일렉트릭, 효성중공업",교체(+15% 우위):1,"HD현대일렉트릭(267260) 88.8%, 61d; 현대건설(000720) 10.4%, 123d; 효성중공업(298040) 0.8%, 123d; 현대글로비스(086280) 0.0%, 32d; 신한지주(055550) 0.0%, 459d; 현대모비스(012330) 0.0%, 0d"
2022-06-30,한화오션,신한지주,"현대건설, 현대모비스, 현대글로비스, HD현대일렉트릭, 효성중공업",꺾임신호:1,"HD현대일렉트릭(267260) 90.3%, 91d; 현대건설(000720) 9.0%, 153d; 효성중공업(298040) 0.8%, 153d; 현대글로비스(086280) 0.0%, 62d; 한화오션(042660) 0.0%, 0d; 현대모비스(012330) 0.0%, 30d"
2022-07-29,한화에어로스페이스,현대글로비스,"현대건설, 현대모비스, 한화오션, HD현대일렉트릭, 효성중공업",꺾임신호:1,"HD현대일렉트릭(267260) 90.8%, 120d; 현대건설(000720) 8.5%, 182d; 효성중공업(298040) 0.7%, 182d; 한화에어로스페이스(012450) 0.0%, 0d; 한화오션(042660) 0.0%, 29d; 현대모비스(012330) 0.0%, 59d"
2022-08-31,비에이치아이,한화오션,"현대건설, 현대모비스, 한화에어로스페이스, HD현대일렉트릭, 효성중공업",꺾임신호:1,"HD현대일렉트릭(267260) 90.9%, 153d; 현대건설(000720) 8.4%, 215d; 효성중공업(298040) 0.7%, 215d; 한화에어로스페이스(012450) 0.0%, 33d; 비에이치아이(083650) 0.0%, 0d; 현대모비스(012330) 0.0%, 92d"
2022-09-30,"현대약품, 한국전력, 셀트리온","현대건설, 한화에어로스페이스, 비에이치아이","현대모비스, HD현대일렉트릭, 효성중공업",트레일링스탑:3,"HD현대일렉트릭(267260) 92.8%, 183d; 한국전력(015760) 6.1%, 0d; 효성중공업(298040) 0.6%, 245d; 현대약품(004310) 0.6%, 0d; 현대모비스(012330) 0.0%, 122d; 셀트리온(068270) 0.0%, 0d"
2022-10-31,"LS ELECTRIC, 고려아연","한국전력, 효성중공업","현대약품, 현대모비스, 셀트리온, HD현대일렉트릭","트레일링스탑:1, 꺾임신호:1","HD현대일렉트릭(267260) 94.2%, 214d; LS ELECTRIC(010120) 5.2%, 0d; 현대약품(004310) 0.6%, 31d; 고려아연(010130) 0.0%, 0d; 현대모비스(012330) 0.0%, 153d; 셀트리온(068270) 0.0%, 31d"
2022-11-30,한국전력,현대약품,"LS ELECTRIC, 고려아연, 현대모비스, 셀트리온, HD현대일렉트릭",꺾임신호:1,"HD현대일렉트릭(267260) 95.0%, 244d; LS ELECTRIC(010120) 4.5%, 30d; 한국전력(015760) 0.4%, 0d; 고려아연(010130) 0.0%, 30d; 현대모비스(012330) 0.0%, 183d; 셀트리온(068270) 0.0%, 61d"
2022-12-29,파마리서치,고려아연,"LS ELECTRIC, 현대모비스, 한국전력, 셀트리온, HD현대일렉트릭",꺾임신호:1,"HD현대일렉트릭(267260) 95.2%, 273d; LS ELECTRIC(010120) 4.4%, 59d; 한국전력(015760) 0.5%, 29d; 파마리서치(214450) 0.0%, 0d; 현대모비스(012330) 0.0%, 212d; 셀트리온(068270) 0.0%, 90d"
